onset	duration	sample	value
123.0332031250	n/a	125986	condition 54
135.9160156250	n/a	139178	condition 54
148.5820312500	n/a	152148	condition 54
161.0156250000	n/a	164880	condition 54
173.9824218750	n/a	178158	condition 54
186.9326171875	n/a	191419	condition 54
199.4316406250	n/a	204218	condition 54
212.4824218750	n/a	217582	condition 54
224.8486328125	n/a	230245	condition 54
237.8818359375	n/a	243591	condition 54
250.9648437500	n/a	256988	condition 54
263.2148437500	n/a	269532	condition 54
276.0146484375	n/a	282639	condition 54
288.6982421875	n/a	295627	condition 54
301.3144531250	n/a	308546	condition 54
313.9306640625	n/a	321465	condition 54
